-0.015601062,0.3219744254,4.2927868892,8.575487686100001
-0.0942014831,0.2697938779,4.5665122836,8.9357007054
-0.1715567491,0.2862616657,4.0493169346,7.3986985384
-0.1330393383,0.3351340067,4.0197121493,8.86053972
-0.0557664723,0.2633727835,4.435230201,8.838950926600001
-0.1619434186,0.3021496017,4.0722650226,6.5835216839
-0.1801538132,0.2584348887,4.4405105135,8.804568774
-0.1610827967,0.3712007812,3.9415835443,5.503482315
-0.1419843134,0.2958505813,4.3013454999,8.085342112999999
-0.09052095089999999,0.2583372295,3.9588258918,8.949493545399999
-0.1584185308,0.3373069246,4.0308984038,8.7064197213
-0.2650257881,0.3591642811,4.1461143223,5.1700553916
-0.1621448408,0.2696412854,3.8214126407,7.7277277446
-0.0216071046,0.2506831873,4.2561500289,9.380869625400001
-0.09952085939999999,0.3311666005,4.5604561906,6.1937240215
-0.1677938169,0.242315012,4.5912872096,8.694825739900001
-0.0209753715,0.380685934,4.1116796776,8.8085666988
-0.0633106479,0.3506862392,4.1157337565,6.0118184459
-0.102761925,0.248662862,4.2585524459,8.9948699916
-0.189904477,0.3543789788,3.9856528824,5.1190818513
-0.0381603442,0.3389854426,3.9351520737,7.0138982823
-0.0438001647,0.3431969969,4.3391585436,7.1532259595
-0.005383465,0.3269611499,4.6001711477,6.8601780759
-0.155342265,0.3209001739,4.0663340555,9.2143560598
-0.1445387127,0.2739566026,4.4289989318,9.198764153600001
-0.1957274086,0.2664917752,4.2034970549,8.6806331069
-0.2968962675,0.3949685964,4.1452634662,5.6060290842
-0.0807153538,0.3286762901,3.8996663715,9.5098026982
-0.1094363231,0.3678864711,3.8049210485,9.0640340897
-0.0389843439,0.2391166722,4.0359785149,8.740202185399999
-0.1364177373,0.2785893124,4.5253458662,8.623262886999999
-0.1440626239,0.2156052125,4.3942890102,8.820960265
-0.0562517166,0.386807947,3.886778405,7.319739525
-0.09430219419999999,0.3480250251,4.3627572862,7.2393812378
-0.0494949186,0.3432092043,3.9662833948,6.3134618676
-0.0378398998,0.3185502487,4.4355054779,7.5258325456
-0.1671346171,0.2268482314,4.2728668477,8.98007767
-0.208352916,0.2581663258,4.1073252967,8.260851009
-0.1147556993,0.2509273354,4.4365565354,7.697543413
-0.0771996215,0.3778049867,3.8148810692,5.8622960605
-0.1319040498,0.3351950437,4.3486931363,5.53986343
-0.2789147617,0.3485133213,4.2283470564,4.9997437974
-0.0394054994,0.3331808221,4.4321771293,6.9511308637
-0.07787713239999999,0.2466669515,4.3860557267,9.2603321945
-0.1993072298,0.2847967772,3.8114776451,7.264967956
-0.1434583574,0.2227526474,4.2798238471,9.034849239
-0.1549485762,0.2480219733,4.2485674001,7.3933013403
-0.0407330545,0.2436761375,4.1499932248,8.769786828399999
-0.2126468703,0.2765201574,3.8960377208,7.7501161234
-0.0023804437,0.3242694174,4.2443631702,7.1668189033
