# training data for Oz
.3499293801 ,0.048910 ,0.442381 ,0.392677 ,0.075870 ,0.014956 ,0.006735 ,0.003911 ,0.002569 ,0.001820 ,0.001358 ,0.001053 ,0.000840 ,0.000686 ,0.000571 ,0.000483 ,0.000414 ,0.000358 ,0.000313 ,0.000276 ,0.000246 ,0.000220 ,0.000198 ,0.000179 ,0.000162 ,0.000148 ,0.000136 ,0.000125 ,0.000115 ,0.000107 ,0.000099 ,0.000092 ,0.000086 ,0.000081 ,0.000076 ,0.000071 ,0.000067 ,0.000063 ,0.000060 ,0.000056 ,0.000053 ,0.000051 ,0.000048 ,0.000046 ,0.000044 ,0.000042 ,0.000040 ,0.000038 ,0.000036 ,0.000035 ,0.000033 ,0.000032 ,0.000031 ,0.000029 ,0.000028 ,0.000027 ,0.000026 ,0.000025 ,0.000024 ,0.000023 ,0.000023 ,0.000022 ,0.000021 ,0.000020 ,0.000020 ,0.000019 ,0.000019 ,0.000018 ,0.000017 ,0.000017 ,0.000016 ,0.000016 ,0.000016 ,0.000015 ,0.000015 ,0.000014 ,0.000014 ,0.000013 ,0.000013 ,0.000013 ,0.000012 ,0.000012 ,0.000012 ,0.000012 ,0.000011 ,0.000011 ,0.000011 ,0.000010 ,0.000010 ,0.000010 ,0.000010 ,0.000010 ,0.000009 ,0.000009 ,0.000009 ,0.000009 ,0.000009 ,0.000008 ,0.000008 ,0.000008 ,0.000008 ,0.000008 ,0.000008 ,0.000007 ,0.000007 ,0.000007 ,0.000007 ,0.000007 ,0.000007 ,0.000007 ,0.000006 ,0.000006 ,0.000006 ,0.000006 ,0.000006 ,0.000006 ,0.000006 ,0.000006 ,0.000006 ,0.000006 ,0.000005 ,0.000005 ,0.000005 ,0.000005 ,0.000005 ,0.000005 ,0.000005 ,0.000005 ,0.000005
.3314351634 ,0.046965 ,0.412534 ,0.404693 ,0.091215 ,0.017525 ,0.007447 ,0.004241 ,0.002757 ,0.001941 ,0.001442 ,0.001114 ,0.000887 ,0.000723 ,0.000601 ,0.000508 ,0.000434 ,0.000376 ,0.000328 ,0.000289 ,0.000257 ,0.000230 ,0.000207 ,0.000187 ,0.000170 ,0.000155 ,0.000142 ,0.000131 ,0.000120 ,0.000111 ,0.000103 ,0.000096 ,0.000090 ,0.000084 ,0.000079 ,0.000074 ,0.000070 ,0.000066 ,0.000062 ,0.000059 ,0.000056 ,0.000053 ,0.000050 ,0.000048 ,0.000045 ,0.000043 ,0.000041 ,0.000039 ,0.000038 ,0.000036 ,0.000035 ,0.000033 ,0.000032 ,0.000031 ,0.000029 ,0.000028 ,0.000027 ,0.000026 ,0.000025 ,0.000024 ,0.000024 ,0.000023 ,0.000022 ,0.000021 ,0.000021 ,0.000020 ,0.000019 ,0.000019 ,0.000018 ,0.000018 ,0.000017 ,0.000017 ,0.000016 ,0.000016 ,0.000015 ,0.000015 ,0.000014 ,0.000014 ,0.000014 ,0.000013 ,0.000013 ,0.000013 ,0.000012 ,0.000012 ,0.000012 ,0.000011 ,0.000011 ,0.000011 ,0.000011 ,0.000010 ,0.000010 ,0.000010 ,0.000010 ,0.000009 ,0.000009 ,0.000009 ,0.000009 ,0.000009 ,0.000009 ,0.000008 ,0.000008 ,0.000008 ,0.000008 ,0.000008 ,0.000008 ,0.000007 ,0.000007 ,0.000007 ,0.000007 ,0.000007 ,0.000007 ,0.000007 ,0.000006 ,0.000006 ,0.000006 ,0.000006 ,0.000006 ,0.000006 ,0.000006 ,0.000006 ,0.000006 ,0.000006 ,0.000005 ,0.000005 ,0.000005 ,0.000005 ,0.000005 ,0.000005 ,0.000005
.3431969969 ,0.068065 ,0.520061 ,0.325797 ,0.047434 ,0.013048 ,0.006457 ,0.003887 ,0.002604 ,0.001868 ,0.001407 ,0.001098 ,0.000880 ,0.000722 ,0.000603 ,0.000511 ,0.000439 ,0.000381 ,0.000333 ,0.000295 ,0.000262 ,0.000235 ,0.000211 ,0.000191 ,0.000174 ,0.000159 ,0.000146 ,0.000134 ,0.000124 ,0.000115 ,0.000107 ,0.000099 ,0.000093 ,0.000087 ,0.000081 ,0.000077 ,0.000072 ,0.000068 ,0.000064 ,0.000061 ,0.000058 ,0.000055 ,0.000052 ,0.000049 ,0.000047 ,0.000045 ,0.000043 ,0.000041 ,0.000039 ,0.000037 ,0.000036 ,0.000034 ,0.000033 ,0.000032 ,0.000031 ,0.000029 ,0.000028 ,0.000027 ,0.000026 ,0.000025 ,0.000025 ,0.000024 ,0.000023 ,0.000022 ,0.000021 ,0.000021 ,0.000020 ,0.000020 ,0.000019 ,0.000018 ,0.000018 ,0.000017 ,0.000017 ,0.000016 ,0.000016 ,0.000015 ,0.000015 ,0.000015 ,0.000014 ,0.000014 ,0.000014 ,0.000013 ,0.000013 ,0.000013 ,0.000012 ,0.000012 ,0.000012 ,0.000011 ,0.000011 ,0.000011 ,0.000011 ,0.000010 ,0.000010 ,0.000010 ,0.000010 ,0.000010 ,0.000009 ,0.000009 ,0.000009 ,0.000009 ,0.000009 ,0.000008 ,0.000008 ,0.000008 ,0.000008 ,0.000008 ,0.000008 ,0.000007 ,0.000007 ,0.000007 ,0.000007 ,0.000007 ,0.000007 ,0.000007 ,0.000007 ,0.000006 ,0.000006 ,0.000006 ,0.000006 ,0.000006 ,0.000006 ,0.000006 ,0.000006 ,0.000006 ,0.000006 ,0.000005 ,0.000005 ,0.000005 ,0.000005
.3749484542 ,0.054253 ,0.363306 ,0.423845 ,0.110364 ,0.018867 ,0.008097 ,0.004609 ,0.002993 ,0.002106 ,0.001564 ,0.001208 ,0.000961 ,0.000783 ,0.000651 ,0.000549 ,0.000470 ,0.000407 ,0.000355 ,0.000313 ,0.000278 ,0.000248 ,0.000223 ,0.000202 ,0.000184 ,0.000167 ,0.000153 ,0.000141 ,0.000130 ,0.000120 ,0.000112 ,0.000104 ,0.000097 ,0.000091 ,0.000085 ,0.000080 ,0.000075 ,0.000071 ,0.000067 ,0.000063 ,0.000060 ,0.000057 ,0.000054 ,0.000051 ,0.000049 ,0.000047 ,0.000045 ,0.000043 ,0.000041 ,0.000039 ,0.000037 ,0.000036 ,0.000034 ,0.000033 ,0.000032 ,0.000031 ,0.000029 ,0.000028 ,0.000027 ,0.000026 ,0.000025 ,0.000025 ,0.000024 ,0.000023 ,0.000022 ,0.000022 ,0.000021 ,0.000020 ,0.000020 ,0.000019 ,0.000018 ,0.000018 ,0.000017 ,0.000017 ,0.000016 ,0.000016 ,0.000016 ,0.000015 ,0.000015 ,0.000014 ,0.000014 ,0.000014 ,0.000013 ,0.000013 ,0.000013 ,0.000012 ,0.000012 ,0.000012 ,0.000011 ,0.000011 ,0.000011 ,0.000011 ,0.000010 ,0.000010 ,0.000010 ,0.000010 ,0.000010 ,0.000009 ,0.000009 ,0.000009 ,0.000009 ,0.000009 ,0.000008 ,0.000008 ,0.000008 ,0.000008 ,0.000008 ,0.000008 ,0.000008 ,0.000007 ,0.000007 ,0.000007 ,0.000007 ,0.000007 ,0.000007 ,0.000007 ,0.000007 ,0.000006 ,0.000006 ,0.000006 ,0.000006 ,0.000006 ,0.000006 ,0.000006 ,0.000006 ,0.000006 ,0.000006 ,0.000005 ,0.000005
.2503718985 ,0.000060 ,0.000064 ,0.000068 ,0.000074 ,0.000079 ,0.000086 ,0.000094 ,0.000102 ,0.000112 ,0.000124 ,0.000139 ,0.000156 ,0.000177 ,0.000203 ,0.000236 ,0.000279 ,0.000337 ,0.000419 ,0.000542 ,0.000738 ,0.001093 ,0.001868 ,0.004346 ,0.029921 ,0.057781 ,0.039079 ,0.031524 ,0.027263 ,0.024464 ,0.022462 ,0.020950 ,0.019764 ,0.018810 ,0.018028 ,0.017376 ,0.016829 ,0.016366 ,0.015972 ,0.015638 ,0.015355 ,0.015117 ,0.014919 ,0.014758 ,0.014631 ,0.014537 ,0.014474 ,0.014441 ,0.014439 ,0.014469 ,0.014532 ,0.014631 ,0.014769 ,0.014950 ,0.015181 ,0.015470 ,0.015829 ,0.016275 ,0.016830 ,0.017531 ,0.018430 ,0.019616 ,0.021251 ,0.023658 ,0.027624 ,0.035791 ,0.060660 ,0.008491 ,0.004536 ,0.003629 ,0.003245 ,0.003029 ,0.002890 ,0.002787 ,0.002706 ,0.002639 ,0.002583 ,0.002533 ,0.002489 ,0.002448 ,0.002410 ,0.002374 ,0.002340 ,0.002308 ,0.002277 ,0.002248 ,0.002221 ,0.002195 ,0.002168 ,0.002142 ,0.002117 ,0.002093 ,0.002067 ,0.002043 ,0.002017 ,0.001989 ,0.001955 ,0.001905 ,0.001781 ,0.000533 ,0.000151 ,0.000095 ,0.000073 ,0.000060 ,0.000052 ,0.000046 ,0.000042 ,0.000038 ,0.000036 ,0.000033 ,0.000031 ,0.000029 ,0.000028 ,0.000026 ,0.000025 ,0.000024 ,0.000023 ,0.000022 ,0.000021 ,0.000020 ,0.000019 ,0.000019 ,0.000018 ,0.000017 ,0.000017 ,0.000016 ,0.000016 ,0.000015 ,0.000015
.2777714163 ,0.000146 ,0.000163 ,0.000182 ,0.000206 ,0.000236 ,0.000273 ,0.000321 ,0.000384 ,0.000471 ,0.000598 ,0.000793 ,0.001124 ,0.001778 ,0.003469 ,0.011938 ,0.096478 ,0.056207 ,0.043007 ,0.036467 ,0.032457 ,0.029753 ,0.027767 ,0.026292 ,0.025177 ,0.024310 ,0.023630 ,0.023120 ,0.022765 ,0.022532 ,0.022414 ,0.022415 ,0.022539 ,0.022806 ,0.023237 ,0.023858 ,0.024738 ,0.025980 ,0.027762 ,0.030463 ,0.034966 ,0.044173 ,0.072709 ,0.012657 ,0.006591 ,0.005307 ,0.004759 ,0.004442 ,0.004227 ,0.004064 ,0.003933 ,0.003819 ,0.003718 ,0.003633 ,0.003548 ,0.003476 ,0.003401 ,0.003333 ,0.003268 ,0.003200 ,0.003125 ,0.003033 ,0.002852 ,0.001197 ,0.000280 ,0.000174 ,0.000133 ,0.000110 ,0.000095 ,0.000085 ,0.000076 ,0.000069 ,0.000064 ,0.000059 ,0.000055 ,0.000052 ,0.000048 ,0.000046 ,0.000043 ,0.000041 ,0.000039 ,0.000037 ,0.000035 ,0.000033 ,0.000032 ,0.000030 ,0.000029 ,0.000028 ,0.000027 ,0.000026 ,0.000025 ,0.000024 ,0.000023 ,0.000022 ,0.000021 ,0.000021 ,0.000020 ,0.000019 ,0.000019 ,0.000018 ,0.000017 ,0.000017 ,0.000016 ,0.000016 ,0.000015 ,0.000015 ,0.000015 ,0.000014 ,0.000014 ,0.000013 ,0.000013 ,0.000013 ,0.000012 ,0.000012 ,0.000012 ,0.000012 ,0.000011 ,0.000011 ,0.000011 ,0.000010 ,0.000010 ,0.000010 ,0.000010 ,0.000010 ,0.000009 ,0.000009 ,0.000009 ,0.000009 ,0.000009
.2230212103 ,0.000029 ,0.000030 ,0.000032 ,0.000033 ,0.000035 ,0.000037 ,0.000039 ,0.000041 ,0.000043 ,0.000046 ,0.000049 ,0.000052 ,0.000056 ,0.000060 ,0.000065 ,0.000070 ,0.000076 ,0.000083 ,0.000091 ,0.000100 ,0.000111 ,0.000124 ,0.000140 ,0.000160 ,0.000185 ,0.000217 ,0.000260 ,0.000319 ,0.000406 ,0.000541 ,0.000772 ,0.001235 ,0.002463 ,0.008995 ,0.063182 ,0.036909 ,0.028304 ,0.023880 ,0.021098 ,0.019153 ,0.017700 ,0.016567 ,0.015654 ,0.014902 ,0.014269 ,0.013730 ,0.013265 ,0.012861 ,0.012506 ,0.012193 ,0.011916 ,0.011669 ,0.011449 ,0.011253 ,0.011077 ,0.010920 ,0.010781 ,0.010656 ,0.010547 ,0.010450 ,0.010366 ,0.010294 ,0.010233 ,0.010183 ,0.010143 ,0.010114 ,0.010094 ,0.010086 ,0.010087 ,0.010100 ,0.010123 ,0.010157 ,0.010204 ,0.010263 ,0.010335 ,0.010423 ,0.010527 ,0.010649 ,0.010791 ,0.010956 ,0.011148 ,0.011370 ,0.011629 ,0.011932 ,0.012289 ,0.012714 ,0.013225 ,0.013852 ,0.014639 ,0.015656 ,0.017032 ,0.019016 ,0.022209 ,0.028533 ,0.048170 ,0.007701 ,0.003575 ,0.002737 ,0.002404 ,0.002227 ,0.002116 ,0.002040 ,0.001981 ,0.001934 ,0.001896 ,0.001864 ,0.001834 ,0.001807 ,0.001783 ,0.001761 ,0.001741 ,0.001722 ,0.001703 ,0.001685 ,0.001668 ,0.001652 ,0.001637 ,0.001622 ,0.001607 ,0.001593 ,0.001580 ,0.001566 ,0.001554 ,0.001541 ,0.001529 ,0.001517 ,0.001505 ,0.001493
.2274952238 ,0.000033 ,0.000034 ,0.000036 ,0.000038 ,0.000040 ,0.000043 ,0.000045 ,0.000048 ,0.000051 ,0.000054 ,0.000058 ,0.000062 ,0.000067 ,0.000073 ,0.000079 ,0.000086 ,0.000095 ,0.000104 ,0.000116 ,0.000130 ,0.000147 ,0.000168 ,0.000195 ,0.000230 ,0.000276 ,0.000341 ,0.000436 ,0.000586 ,0.000848 ,0.001391 ,0.002932 ,0.013153 ,0.057917 ,0.036020 ,0.028234 ,0.024056 ,0.021376 ,0.019479 ,0.018053 ,0.016935 ,0.016032 ,0.015286 ,0.014659 ,0.014124 ,0.013663 ,0.013263 ,0.012913 ,0.012605 ,0.012333 ,0.012092 ,0.011879 ,0.011689 ,0.011522 ,0.011374 ,0.011243 ,0.011130 ,0.011031 ,0.010948 ,0.010878 ,0.010821 ,0.010777 ,0.010745 ,0.010726 ,0.010720 ,0.010726 ,0.010744 ,0.010778 ,0.010824 ,0.010886 ,0.010963 ,0.011059 ,0.011173 ,0.011309 ,0.011470 ,0.011660 ,0.011880 ,0.012139 ,0.012444 ,0.012806 ,0.013238 ,0.013762 ,0.014406 ,0.015216 ,0.016267 ,0.017695 ,0.019768 ,0.023128 ,0.029881 ,0.050900 ,0.007514 ,0.003674 ,0.002856 ,0.002521 ,0.002343 ,0.002228 ,0.002149 ,0.002087 ,0.002040 ,0.001997 ,0.001963 ,0.001932 ,0.001902 ,0.001877 ,0.001854 ,0.001831 ,0.001809 ,0.001790 ,0.001772 ,0.001753 ,0.001735 ,0.001717 ,0.001701 ,0.001686 ,0.001671 ,0.001657 ,0.001642 ,0.001628 ,0.001614 ,0.001600 ,0.001587 ,0.001573 ,0.001560 ,0.001548 ,0.001535 ,0.001522 ,0.001509 ,0.001496 ,0.001482
.2961313516 ,0.000662 ,0.000836 ,0.001100 ,0.001534 ,0.002349 ,0.004280 ,0.012010 ,0.114231 ,0.095350 ,0.070299 ,0.059655 ,0.053902 ,0.050577 ,0.048789 ,0.048210 ,0.048775 ,0.050846 ,0.055133 ,0.064489 ,0.091809 ,0.041207 ,0.013871 ,0.010610 ,0.009332 ,0.008568 ,0.008027 ,0.007587 ,0.007190 ,0.006759 ,0.005764 ,0.001130 ,0.000572 ,0.000414 ,0.000331 ,0.000277 ,0.000239 ,0.000209 ,0.000186 ,0.000166 ,0.000150 ,0.000137 ,0.000125 ,0.000115 ,0.000106 ,0.000098 ,0.000091 ,0.000085 ,0.000080 ,0.000074 ,0.000070 ,0.000066 ,0.000062 ,0.000059 ,0.000055 ,0.000053 ,0.000050 ,0.000047 ,0.000045 ,0.000043 ,0.000041 ,0.000039 ,0.000038 ,0.000036 ,0.000034 ,0.000033 ,0.000032 ,0.000030 ,0.000029 ,0.000028 ,0.000027 ,0.000026 ,0.000025 ,0.000024 ,0.000023 ,0.000023 ,0.000022 ,0.000021 ,0.000021 ,0.000020 ,0.000019 ,0.000019 ,0.000018 ,0.000018 ,0.000017 ,0.000017 ,0.000016 ,0.000016 ,0.000015 ,0.000015 ,0.000014 ,0.000014 ,0.000014 ,0.000013 ,0.000013 ,0.000013 ,0.000012 ,0.000012 ,0.000012 ,0.000011 ,0.000011 ,0.000011 ,0.000011 ,0.000010 ,0.000010 ,0.000010 ,0.000010 ,0.000010 ,0.000009 ,0.000009 ,0.000009 ,0.000009 ,0.000009 ,0.000008 ,0.000008 ,0.000008 ,0.000008 ,0.000008 ,0.000008 ,0.000007 ,0.000007 ,0.000007 ,0.000007 ,0.000007 ,0.000007 ,0.000007 ,0.000007 ,0.000006 ,0.000006
.3475977660 ,0.056531 ,0.472146 ,0.369924 ,0.062564 ,0.013742 ,0.006514 ,0.003854 ,0.002556 ,0.001823 ,0.001366 ,0.001062 ,0.000850 ,0.000696 ,0.000580 ,0.000491 ,0.000421 ,0.000365 ,0.000319 ,0.000282 ,0.000251 ,0.000224 ,0.000202 ,0.000183 ,0.000166 ,0.000152 ,0.000139 ,0.000128 ,0.000118 ,0.000109 ,0.000102 ,0.000095 ,0.000088 ,0.000083 ,0.000078 ,0.000073 ,0.000069 ,0.000065 ,0.000061 ,0.000058 ,0.000055 ,0.000052 ,0.000049 ,0.000047 ,0.000045 ,0.000043 ,0.000041 ,0.000039 ,0.000037 ,0.000036 ,0.000034 ,0.000033 ,0.000031 ,0.000030 ,0.000029 ,0.000028 ,0.000027 ,0.000026 ,0.000025 ,0.000024 ,0.000023 ,0.000023 ,0.000022 ,0.000021 ,0.000020 ,0.000020 ,0.000019 ,0.000019 ,0.000018 ,0.000017 ,0.000017 ,0.000016 ,0.000016 ,0.000016 ,0.000015 ,0.000015 ,0.000014 ,0.000014 ,0.000014 ,0.000013 ,0.000013 ,0.000013 ,0.000012 ,0.000012 ,0.000012 ,0.000011 ,0.000011 ,0.000011 ,0.000011 ,0.000010 ,0.000010 ,0.000010 ,0.000010 ,0.000009 ,0.000009 ,0.000009 ,0.000009 ,0.000009 ,0.000008 ,0.000008 ,0.000008 ,0.000008 ,0.000008 ,0.000008 ,0.000007 ,0.000007 ,0.000007 ,0.000007 ,0.000007 ,0.000007 ,0.000007 ,0.000007 ,0.000006 ,0.000006 ,0.000006 ,0.000006 ,0.000006 ,0.000006 ,0.000006 ,0.000006 ,0.000006 ,0.000005 ,0.000005 ,0.000005 ,0.000005 ,0.000005 ,0.000005 ,0.000005 ,0.000005
